,0
Buy Price w debt factored in $,102.32796141046482
Buy Price w/o debt factored in $,138.80110624608395
Revenue Growth Rate %,4.607369195102076
FCF to net income margins %,137.80629506237085
Revenue to net income margins %,6.266723832804219
Weight of Asset %,79.39108730274869
Weight of Debt,20.60891269725132
