,0
Buy Price w debt factored in $,23.121645408195974
Buy Price w/o debt factored in $,33.205362352026846
Revenue Growth Rate %,1.346922724721854
FCF to net income margins %,125.57163475827137
Revenue to net income margins %,18.290590086667045
Weight of Asset %,79.34166853387744
Weight of Debt,20.65833146612256
