,0
Buy Price w debt factored in $,34.723151876812494
Buy Price w/o debt factored in $,128.82528588648597
Revenue Growth Rate %,4.848356202817824
FCF to net income margins %,233.85474367621586
Revenue to net income margins %,0.5595516277912745
Weight of Asset %,31.415428586953542
Weight of Debt,68.58457141304646
